Target_ID,Target_Protein_Name,Domain_ID
Q6ZRV2,Protein FAM83H,PF07894
Q96L34,MAP/microtubule affinity-regulating kinase 4,PF02149
Q96L34,MAP/microtubule affinity-regulating kinase 4,PF00069
Q96L34,MAP/microtubule affinity-regulating kinase 4,PF00627
P29376,Leukocyte tyrosine kinase receptor,PF12810
P29376,Leukocyte tyrosine kinase receptor,PF07714
P78424,"POU domain, class 6, transcription factor 2",PF00046
P78424,"POU domain, class 6, transcription factor 2",PF00157
Q68CQ4,U3 small nucleolar RNA-associated protein 25 homolog,PF06862
Q68CQ4,U3 small nucleolar RNA-associated protein 25 homolog,PF22916
P60891,Ribose-phosphate pyrophosphokinase 1,PF14572
P60891,Ribose-phosphate pyrophosphokinase 1,PF13793
Q15526,Surfeit locus protein 1,PF02104
Q6VAB6,Kinase suppressor of Ras 2,PF07714
Q6VAB6,Kinase suppressor of Ras 2,PF13543
Q6VAB6,Kinase suppressor of Ras 2,PF20406
Q99714,3-hydroxyacyl-CoA dehydrogenase type-2,PF00106
O75648,Mitochondrial tRNA-specific 2-thiouridylase 1,PF03054
O75648,Mitochondrial tRNA-specific 2-thiouridylase 1,PF20258
O75648,Mitochondrial tRNA-specific 2-thiouridylase 1,PF20259
Q6ZMZ0,E3 ubiquitin-protein ligase RNF19B,PF01485
Q6ZMZ0,E3 ubiquitin-protein ligase RNF19B,PF22191
O15519,CASP8 and FADD-like apoptosis regulator,PF01335
O15519,CASP8 and FADD-like apoptosis regulator,PF00656
Q9Y2Q3,Glutathione S-transferase kappa 1,PF01323
Q13936,Voltage-dependent L-type calcium channel subunit alpha-1C,PF08763
Q13936,Voltage-dependent L-type calcium channel subunit alpha-1C,PF16885
Q13936,Voltage-dependent L-type calcium channel subunit alpha-1C,PF16905
Q13936,Voltage-dependent L-type calcium channel subunit alpha-1C,PF00520
P21698,Non-structural protein S,PF11073
Q9BXK1,Krueppel-like factor 16,PF00096
Q9BYD2,Large ribosomal subunit protein bL9m,PF25131
Q9BYD2,Large ribosomal subunit protein bL9m,PF22078
Q9BYD2,Large ribosomal subunit protein bL9m,PF01281
Q96IC2,RNA exonuclease 5,PF00929
Q96IC2,RNA exonuclease 5,PF00076
Q9BSI4,TERF1-interacting nuclear factor 2,PF14973
O95163,Elongator complex protein 1,PF23925
O95163,Elongator complex protein 1,PF04762
O95163,Elongator complex protein 1,PF23797
O95163,Elongator complex protein 1,PF23936
O95163,Elongator complex protein 1,PF23878
Q9UK32,Ribosomal protein S6 kinase alpha-6,PF00069
Q9UK32,Ribosomal protein S6 kinase alpha-6,PF00433
O15524,Suppressor of cytokine signaling 1,PF00017
O15524,Suppressor of cytokine signaling 1,PF07525
O95382,Mitogen-activated protein kinase kinase kinase 6,PF19039
O95382,Mitogen-activated protein kinase kinase kinase 6,PF20309
O95382,Mitogen-activated protein kinase kinase kinase 6,PF20302
O95382,Mitogen-activated protein kinase kinase kinase 6,PF13281
O95382,Mitogen-activated protein kinase kinase kinase 6,PF00069
Q86YD1,Prostate tumor-overexpressed gene 1 protein,PF11232
O43542,DNA repair protein XRCC3,PF08423
Q9UBX3,Mitochondrial dicarboxylate carrier,PF00153
Q9UKV8,Protein argonaute-2,PF08699
Q9UKV8,Protein argonaute-2,PF16488
Q9UKV8,Protein argonaute-2,PF16487
Q9UKV8,Protein argonaute-2,PF16486
Q9UKV8,Protein argonaute-2,PF02170
Q9UKV8,Protein argonaute-2,PF02171
Q9Y575,Ankyrin repeat and SOCS box protein 3,PF00023
Q9Y575,Ankyrin repeat and SOCS box protein 3,PF12796
Q9Y575,Ankyrin repeat and SOCS box protein 3,PF07525
P02724,Glycophorin-A,PF01102
P13569,Cystic fibrosis transmembrane conductance regulator,PF00664
P13569,Cystic fibrosis transmembrane conductance regulator,PF00005
P13569,Cystic fibrosis transmembrane conductance regulator,PF14396
Q04912,Macrophage-stimulating protein receptor,PF07714
Q04912,Macrophage-stimulating protein receptor,PF01437
Q04912,Macrophage-stimulating protein receptor,PF01403
Q04912,Macrophage-stimulating protein receptor,PF01833
Q6P158,Putative ATP-dependent RNA helicase DHX57,PF00270
Q6P158,Putative ATP-dependent RNA helicase DHX57,PF21010
Q6P158,Putative ATP-dependent RNA helicase DHX57,PF04408
Q6P158,Putative ATP-dependent RNA helicase DHX57,PF00271
Q6P158,Putative ATP-dependent RNA helicase DHX57,PF07717
Q6P158,Putative ATP-dependent RNA helicase DHX57,PF05773
Q6P158,Putative ATP-dependent RNA helicase DHX57,PF18044
Q9NYQ3,2-Hydroxyacid oxidase 2,PF01070
P43351,DNA repair protein RAD52 homolog,PF04098
Q12692,Histone H2A.Z,PF00125
Q12692,Histone H2A.Z,PF16211
Q5QNY5,Peroxisomal biogenesis factor 19,PF04614
Q8N6Y0,Harmonin-binding protein USHBP1,PF10506
Q8TEC5,E3 ubiquitin-protein ligase SH3RF2,PF00018
Q8TEC5,E3 ubiquitin-protein ligase SH3RF2,PF07653
Q8TEC5,E3 ubiquitin-protein ligase SH3RF2,PF14604
Q8TEC5,E3 ubiquitin-protein ligase SH3RF2,PF13639
O60861,Growth arrest-specific protein 7,PF00611
O60861,Growth arrest-specific protein 7,PF14604
O60861,Growth arrest-specific protein 7,PF00397
O60861,Growth arrest-specific protein 7,PF16623
Q99750,MyoD family inhibitor,PF15316
Q05086,Ubiquitin-protein ligase E3A,PF16558
Q05086,Ubiquitin-protein ligase E3A,PF00632
Q15785,Mitochondrial import receptor subunit TOM34,PF00515
Q7L622,G2/M phase-specific E3 ubiquitin-protein ligase,PF00632
Q7L622,G2/M phase-specific E3 ubiquitin-protein ligase,PF13771
Q96QH2,PML-RARA-regulated adapter molecule 1,PF14603
Q9UQ13,Leucine-rich repeat protein SHOC-2,PF23598
Q9UQ13,Leucine-rich repeat protein SHOC-2,PF13855
P62841,Small ribosomal subunit protein uS19,PF00203
Q13885,Tubulin beta-2A chain,PF00091
Q13885,Tubulin beta-2A chain,PF03953
Q14690,Protein RRP5 homolog,PF00575
Q14690,Protein RRP5 homolog,PF23459
Q14690,Protein RRP5 homolog,PF05843
O95183,Vesicle-associated membrane protein 5,PF00957
Q92925,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2,PF02201
Q08345,Epithelial discoidin domain-containing receptor 1,PF21114
Q08345,Epithelial discoidin domain-containing receptor 1,PF00754
Q08345,Epithelial discoidin domain-containing receptor 1,PF07714
Q9NZQ9,Tropomodulin-4,PF03250
Q58FF7,Putative heat shock protein HSP 90-beta-3,PF00183
Q7Z736,Pleckstrin homology domain-containing family H member 3,PF00373
Q7Z736,Pleckstrin homology domain-containing family H member 3,PF00784
Q7Z736,Pleckstrin homology domain-containing family H member 3,PF21989
Q6LC83,Cyclin-dependent kinase 4,PF00069
Q15051,IQ calmodulin-binding motif-containing protein 1,PF00612
Q96GD4,Aurora kinase B,PF00069
O75665,Centriole and centriolar satellite protein OFD1,PF16045
P22460,Potassium voltage-gated channel subfamily A member 5,PF02214
P22460,Potassium voltage-gated channel subfamily A member 5,PF00520
Q6ZQY3,Acidic amino acid decarboxylase GADL1,PF00282
P28676,Grancalcin,PF13202
P28676,Grancalcin,PF13833
Q16832,Discoidin domain-containing receptor 2,PF21114
Q16832,Discoidin domain-containing receptor 2,PF00754
Q16832,Discoidin domain-containing receptor 2,PF07714
Q9NVF7,F-box only protein 28,PF00646
O00170,AH receptor-interacting protein,PF23322
Q9UHD1,Cysteine and histidine-rich domain-containing protein 1,PF04968
Q9UHD1,Cysteine and histidine-rich domain-containing protein 1,PF04969
O15146,"Muscle, skeletal receptor tyrosine-protein kinase",PF01392
O15146,"Muscle, skeletal receptor tyrosine-protein kinase",PF07679
O15146,"Muscle, skeletal receptor tyrosine-protein kinase",PF13927
O15146,"Muscle, skeletal receptor tyrosine-protein kinase",PF07714
P17612,cAMP-dependent protein kinase catalytic subunit alpha,PF00069
P48681,Nestin,PF00038
P55060,Exportin-2,PF03378
P55060,Exportin-2,PF08506
P55060,Exportin-2,PF03810
Q13428,Treacle protein,PF03546
P49768,Presenilin-1,PF01080
Q5JT25,Ras-related protein Rab-41,PF00071
Q9P2P1,Protein NYNRIN,PF17921
Q9P2P1,Protein NYNRIN,PF23050
Q9P2P1,Protein NYNRIN,PF23052
Q9P2P1,Protein NYNRIN,PF11977
Q9P2P1,Protein NYNRIN,PF17919
Q8WUA2,Peptidyl-prolyl cis-trans isomerase-like 4,PF00160
Q8WUA2,Peptidyl-prolyl cis-trans isomerase-like 4,PF00076
G3I183,Oral-facial-digital syndrome 1 protein-like,PF16045
O00506,Serine/threonine-protein kinase 25,PF20929
O00506,Serine/threonine-protein kinase 25,PF00069
P51813,Cytoplasmic tyrosine-protein kinase BMX,PF00779
P51813,Cytoplasmic tyrosine-protein kinase BMX,PF00169
P51813,Cytoplasmic tyrosine-protein kinase BMX,PF07714
P51813,Cytoplasmic tyrosine-protein kinase BMX,PF00017
P78406,mRNA export factor RAE1,PF00400
Q7L3B6,Hsp90 co-chaperone Cdc37-like 1,PF08565
Q96AV8,Transcription factor E2F7,PF02319
P27708,Multifunctional protein CAD,PF01979
P27708,Multifunctional protein CAD,PF02786
P27708,Multifunctional protein CAD,PF02787
P27708,Multifunctional protein CAD,PF00988
P27708,Multifunctional protein CAD,PF00117
P27708,Multifunctional protein CAD,PF02142
P27708,Multifunctional protein CAD,PF00185
P27708,Multifunctional protein CAD,PF02729
P52333,Tyrosine-protein kinase JAK3,PF18379
P52333,Tyrosine-protein kinase JAK3,PF18377
P52333,Tyrosine-protein kinase JAK3,PF17887
P52333,Tyrosine-protein kinase JAK3,PF07714
P52333,Tyrosine-protein kinase JAK3,PF21990
Q02750,Dual specificity mitogen-activated protein kinase kinase 1,PF00069
Q8IYB8,"ATP-dependent RNA helicase SUPV3L1, mitochondrial",PF22527
Q8IYB8,"ATP-dependent RNA helicase SUPV3L1, mitochondrial",PF00271
Q8IYB8,"ATP-dependent RNA helicase SUPV3L1, mitochondrial",PF12513
Q8IYB8,"ATP-dependent RNA helicase SUPV3L1, mitochondrial",PF18147
Q8IYB8,"ATP-dependent RNA helicase SUPV3L1, mitochondrial",PF18114
Q9UK99,F-box only protein 3,PF04379
Q9UK99,F-box only protein 3,PF12937
Q9UK99,F-box only protein 3,PF09346
Q16740,"ATP-dependent Clp protease proteolytic subunit, mitochondrial",PF00574
Q99873,Protein arginine N-methyltransferase 1,PF13649
Q99873,Protein arginine N-methyltransferase 1,PF22528
Q9UBB6,Neurochondrin,PF05536
O14965,Aurora kinase A,PF00069
Q8TC59,Piwi-like protein 2,PF08699
Q8TC59,Piwi-like protein 2,PF02170
Q8TC59,Piwi-like protein 2,PF02171
Q8TC59,Piwi-like protein 2,PF23278
Q9BXI3,Cytosolic 5'-nucleotidase 1A,PF06189
Q15653,NF-kappa-B inhibitor beta,PF00023
Q15653,NF-kappa-B inhibitor beta,PF12796
Q15653,NF-kappa-B inhibitor beta,PF13637
Q8NEZ3,WD repeat-containing protein 19,PF23389
Q8NEZ3,WD repeat-containing protein 19,PF15911
Q8NEZ3,WD repeat-containing protein 19,PF24762
Q8NEZ3,WD repeat-containing protein 19,PF23145
Q8NEZ3,WD repeat-containing protein 19,PF23146
P11142,Heat shock cognate 71 kDa protein,PF00012
Q58FF6,Putative heat shock protein HSP 90-beta 4,PF00183
O15151,Protein Mdm4,PF13920
O15151,Protein Mdm4,PF00641
P31689,DnaJ homolog subfamily A member 1,PF00226
P31689,DnaJ homolog subfamily A member 1,PF01556
P31689,DnaJ homolog subfamily A member 1,PF00684
Q13084,Large ribosomal subunit protein bL28m,PF00830
Q9ULG1,Chromatin-remodeling ATPase INO80,PF13892
Q9ULG1,Chromatin-remodeling ATPase INO80,PF00271
Q9ULG1,Chromatin-remodeling ATPase INO80,PF00176
Q9UNY4,Transcription termination factor 2,PF00271
Q9UNY4,Transcription termination factor 2,PF00176
Q9UNY4,Transcription termination factor 2,PF06839
Q09019,Dystrophia myotonica WD repeat-containing protein,PF00400
O15264,Mitogen-activated protein kinase 13,PF00069
P54725,UV excision repair protein RAD23 homolog A,PF00627
P54725,UV excision repair protein RAD23 homolog A,PF00240
P54725,UV excision repair protein RAD23 homolog A,PF09280
P83110,Serine protease HTRA3,PF00219
P83110,Serine protease HTRA3,PF07648
P83110,Serine protease HTRA3,PF13180
P83110,Serine protease HTRA3,PF13365
Q04917,14-3-3 protein eta,PF00244
Q9P2N6,KAT8 regulatory NSL complex subunit 3,PF20408
Q9P2N6,KAT8 regulatory NSL complex subunit 3,PF23154
Q9NQ55,Suppressor of SWI4 1 homolog,PF04427
Q9NRA0,Sphingosine kinase 2,PF00781
Q9NRA0,Sphingosine kinase 2,PF19279
Q92993,Histone acetyltransferase KAT5,PF01853
Q92993,Histone acetyltransferase KAT5,PF11717
Q92993,Histone acetyltransferase KAT5,PF17772
Q9UPN9,E3 ubiquitin-protein ligase TRIM33,PF00439
Q9UPN9,E3 ubiquitin-protein ligase TRIM33,PF00628
Q9UPN9,E3 ubiquitin-protein ligase TRIM33,PF00643
Q8NFJ9,BBSome complex member BBS1,PF14779
Q8NFJ9,BBSome complex member BBS1,PF23304
Q9UKE5,TRAF2 and NCK-interacting protein kinase,PF00780
Q9UKE5,TRAF2 and NCK-interacting protein kinase,PF00069
P0C6X4,Replicase polyprotein 1ab,PF13087
P0C6X4,Replicase polyprotein 1ab,PF13604
P0C6X4,Replicase polyprotein 1ab,PF11963
P0C6X4,Replicase polyprotein 1ab,PF16251
P0C6X4,Replicase polyprotein 1ab,PF06471
P0C6X4,Replicase polyprotein 1ab,PF06460
P0C6X4,Replicase polyprotein 1ab,PF09401
P0C6X4,Replicase polyprotein 1ab,PF20631
P0C6X4,Replicase polyprotein 1ab,PF20633
P0C6X4,Replicase polyprotein 1ab,PF20632
P0C6X4,Replicase polyprotein 1ab,PF19215
P0C6X4,Replicase polyprotein 1ab,PF19216
P0C6X4,Replicase polyprotein 1ab,PF19219
P0C6X4,Replicase polyprotein 1ab,PF19218
P0C6X4,Replicase polyprotein 1ab,PF16348
P0C6X4,Replicase polyprotein 1ab,PF19217
P0C6X4,Replicase polyprotein 1ab,PF19213
P0C6X4,Replicase polyprotein 1ab,PF08716
P0C6X4,Replicase polyprotein 1ab,PF08717
P0C6X4,Replicase polyprotein 1ab,PF08710
P0C6X4,Replicase polyprotein 1ab,PF08715
P0C6X4,Replicase polyprotein 1ab,PF06478
P0C6X4,Replicase polyprotein 1ab,PF01661
P0C6X4,Replicase polyprotein 1ab,PF22104
P0C6X4,Replicase polyprotein 1ab,PF01831
P0C6X4,Replicase polyprotein 1ab,PF05409
P0C6X4,Replicase polyprotein 1ab,PF00680
Q99614,Tetratricopeptide repeat protein 1,PF00515
Q99614,Tetratricopeptide repeat protein 1,PF13181
Q5TEA3,Dynein axonemal assembly factor 9,PF23319
Q5TEA3,Dynein axonemal assembly factor 9,PF25203
Q5TEA3,Dynein axonemal assembly factor 9,PF25204
Q5TEA3,Dynein axonemal assembly factor 9,PF23281
P09769,Tyrosine-protein kinase Fgr,PF07714
P09769,Tyrosine-protein kinase Fgr,PF00017
P09769,Tyrosine-protein kinase Fgr,PF00018
Q9UKP3,Integrin beta-1-binding protein 2,PF04968
Q9UKP3,Integrin beta-1-binding protein 2,PF04969
Q15628,Tumor necrosis factor receptor type 1-associated DEATH domain protein,PF00531
Q15628,Tumor necrosis factor receptor type 1-associated DEATH domain protein,PF09034
Q15751,Probable E3 ubiquitin-protein ligase HERC1,PF00632
Q15751,Probable E3 ubiquitin-protein ligase HERC1,PF00415
Q15751,Probable E3 ubiquitin-protein ligase HERC1,PF00622
Q15751,Probable E3 ubiquitin-protein ligase HERC1,PF00400
Q15751,Probable E3 ubiquitin-protein ligase HERC1,PF25390
Q8WTR4,Glycerophosphodiester phosphodiesterase domain-containing protein 5,PF03009
Q8WTR4,Glycerophosphodiester phosphodiesterase domain-containing protein 5,PF13653
P31751,RAC-beta serine/threonine-protein kinase,PF00169
P31751,RAC-beta serine/threonine-protein kinase,PF00069
P31751,RAC-beta serine/threonine-protein kinase,PF00433
P49146,Neuropeptide Y receptor type 2,PF00001
P54764,Ephrin type-A receptor 4,PF14575
P54764,Ephrin type-A receptor 4,PF01404
P54764,Ephrin type-A receptor 4,PF07699
P54764,Ephrin type-A receptor 4,PF00041
P54764,Ephrin type-A receptor 4,PF07714
P54764,Ephrin type-A receptor 4,PF07647
Q53TQ3,INO80 complex subunit D,PF13891
Q8N568,Serine/threonine-protein kinase DCLK2,PF03607
Q8N568,Serine/threonine-protein kinase DCLK2,PF00069
Q16539,Mitogen-activated protein kinase 14,PF00069
P04899,Guanine nucleotide-binding protein G,PF00503
Q8NB90,ATPase family gene 2 protein homolog A,PF00004
Q8NB90,ATPase family gene 2 protein homolog A,PF17862
O76081,Regulator of G-protein signaling 20,PF00615
P01241,Somatotropin,PF00103
P35372,Mu-type opioid receptor,PF00001
O00429,Dynamin-1-like protein,PF01031
O00429,Dynamin-1-like protein,PF00350
O00429,Dynamin-1-like protein,PF02212
P03366,Gag-Pol polyprotein,PF00540
P03366,Gag-Pol polyprotein,PF19317
P03366,Gag-Pol polyprotein,PF00552
P03366,Gag-Pol polyprotein,PF02022
P03366,Gag-Pol polyprotein,PF00075
P03366,Gag-Pol polyprotein,PF00665
P03366,Gag-Pol polyprotein,PF00077
P03366,Gag-Pol polyprotein,PF00078
P03366,Gag-Pol polyprotein,PF06815
P03366,Gag-Pol polyprotein,PF06817
P03366,Gag-Pol polyprotein,PF00098
Q15554,Telomeric repeat-binding factor 2,PF00249
Q15554,Telomeric repeat-binding factor 2,PF16772
Q15554,Telomeric repeat-binding factor 2,PF08558
Q9BQE3,Tubulin alpha-1C chain,PF00091
Q9BQE3,Tubulin alpha-1C chain,PF03953
O15525,Transcription factor MafG,PF03131
Q15233,Non-POU domain-containing octamer-binding protein,PF08075
Q15233,Non-POU domain-containing octamer-binding protein,PF00076
Q92804,TATA-binding protein-associated factor 2N,PF00076
Q96AC1,Fermitin family homolog 2,PF00373
Q96AC1,Fermitin family homolog 2,PF18124
Q96AC1,Fermitin family homolog 2,PF00169
O60346,PH domain leucine-rich repeat-containing protein phosphatase 1,PF13516
O60346,PH domain leucine-rich repeat-containing protein phosphatase 1,PF13855
O60346,PH domain leucine-rich repeat-containing protein phosphatase 1,PF00169
O60346,PH domain leucine-rich repeat-containing protein phosphatase 1,PF00481
O60346,PH domain leucine-rich repeat-containing protein phosphatase 1,PF23010
Q13546,Receptor-interacting serine/threonine-protein kinase 1,PF00531
Q13546,Receptor-interacting serine/threonine-protein kinase 1,PF07714
Q9BTL3,RNA guanine-N7 methyltransferase activating subunit,PF15320
P00540,Proto-oncogene serine/threonine-protein kinase mos,PF00069
Q16587,Zinc finger protein 74,PF01352
Q16587,Zinc finger protein 74,PF00096
Q92547,DNA topoisomerase 2-binding protein 1,PF00533
Q92547,DNA topoisomerase 2-binding protein 1,PF23294
Q92547,DNA topoisomerase 2-binding protein 1,PF12738
Q92547,DNA topoisomerase 2-binding protein 1,PF21298
P54821,Paired mesoderm homeobox protein 1,PF00046
P54821,Paired mesoderm homeobox protein 1,PF03826
Q9NUM3,Zinc transporter ZIP9,PF02535
Q13635,Protein patched homolog 1,PF12349
P15336,Cyclic AMP-dependent transcription factor ATF-2,PF00170
Q8N3C0,Activating signal cointegrator 1 complex subunit 3,PF00270
Q8N3C0,Activating signal cointegrator 1 complex subunit 3,PF00271
Q8N3C0,Activating signal cointegrator 1 complex subunit 3,PF02889
Q8N3C0,Activating signal cointegrator 1 complex subunit 3,PF23445
Q01973,Inactive tyrosine-protein kinase transmembrane receptor ROR1,PF01392
Q01973,Inactive tyrosine-protein kinase transmembrane receptor ROR1,PF07679
Q01973,Inactive tyrosine-protein kinase transmembrane receptor ROR1,PF00051
Q01973,Inactive tyrosine-protein kinase transmembrane receptor ROR1,PF07714
Q9HG81,Elongation factor 1-alpha,PF22594
Q9HG81,Elongation factor 1-alpha,PF00009
Q9HG81,Elongation factor 1-alpha,PF03144
Q53HY9,PADI4 protein,PF08526
O94889,Kelch-like protein 18,PF07707
O94889,Kelch-like protein 18,PF00651
O94889,Kelch-like protein 18,PF01344
O94889,Kelch-like protein 18,PF24681
O95352,Ubiquitin-like modifier-activating enzyme ATG7,PF16420
O95352,Ubiquitin-like modifier-activating enzyme ATG7,PF00899
O95905,Protein ecdysoneless homolog,PF07093
Q7Z3Z4,Piwi-like protein 4,PF02170
Q7Z3Z4,Piwi-like protein 4,PF02171
Q7Z3Z4,Piwi-like protein 4,PF23278
P32121,Beta-arrestin-2,PF02752
P32121,Beta-arrestin-2,PF00339
Q8IY18,Structural maintenance of chromosomes protein 5,PF13476
Q9NSI6,Bromodomain and WD repeat-containing protein 1,PF00439
Q9NSI6,Bromodomain and WD repeat-containing protein 1,PF25437
Q9NSI6,Bromodomain and WD repeat-containing protein 1,PF25313
Q9NSI6,Bromodomain and WD repeat-containing protein 1,PF00400
Q9P1W9,Serine/threonine-protein kinase pim-2,PF00069
O00469,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2",PF03171
O00469,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2",PF25342
P49747,Cartilage oligomeric matrix protein,PF11598
P49747,Cartilage oligomeric matrix protein,PF07645
P49747,Cartilage oligomeric matrix protein,PF02412
P49747,Cartilage oligomeric matrix protein,PF05735
P78368,Casein kinase I isoform gamma-2,PF12605
P78368,Casein kinase I isoform gamma-2,PF00069
Q9UHK0,FMR1-interacting protein NUFIP1,PF10453
P11166,"Solute carrier family 2, facilitated glucose transporter member 1",PF00083
P53355,Death-associated protein kinase 1,PF00023
P53355,Death-associated protein kinase 1,PF12796
P53355,Death-associated protein kinase 1,PF13637
P53355,Death-associated protein kinase 1,PF00531
P53355,Death-associated protein kinase 1,PF00069
Q9NP79,Vacuolar protein sorting-associated protein VTA1 homolog,PF04652
Q9NP79,Vacuolar protein sorting-associated protein VTA1 homolog,PF18097
Q9UK61,Protein TASOR,PF12509
Q9UK61,Protein TASOR,PF24630
Q9UK61,Protein TASOR,PF23314
